ticker,company_name,sector,industry,current_price,market_cap_billions,total_score,growth_score,value_score,quality_score,momentum_score,sentiment_score,sector_score,revenue_growth,earnings_growth,gross_margin,operating_margin,trailing_pe,forward_pe,price_to_sales,price_to_book,peg_ratio,return_on_equity,debt_to_equity,insider_ownership,institutional_ownership,short_percent,target_price,recommendation,num_analysts,beta,average_volume
OMER,Omeros Corporation,Healthcare,Biotechnology,11.95,0.847260416,31,0,5,0,8,3,15,,,0.0,0.0,,24.554626,,-3.7984743,,,,0.02787,0.46449003,0.24049999,38.0,2.0,2.0,2.383,2630170
PRKS,United Parks & Resorts Inc.,Consumer Cyclical,Leisure,38.27,2.105791872,31,5,7,7,6,2,4,-0.062,-0.226,0.4793,0.29729,11.5619335,9.947132,1.2583942,-6.8144584,,,,0.02014,1.32135,0.24110001,44.90909,2.45455,11.0,1.283,1185355
PRMB,Primo Brands Corporation,Consumer Defensive,Beverages - Non-Alcoholic,18.96,7.020618752,31,9,10,2,4,2,4,0.353,-0.812,0.31924,0.12717,,14.387614,1.0789167,2.2237859,,-0.03303,180.38,0.0109,1.07304,0.2473,23.70833,1.84615,12.0,0.607,8345123
PTLO,Portillo's Inc.,Consumer Cyclical,Restaurants,5.69,0.409294848,31,3,14,2,4,4,4,0.018,-0.847,0.22308001,0.058390003,15.805555,29.72366,0.5599645,0.89073265,,0.05641,134.175,0.06953,0.79968,0.2041,7.8,2.36364,10.0,1.746,2631938
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,33.73,2.951594496,31,0,10,6,8,3,4,-0.253,-0.458,0.22955999,0.09151,9.949852,14.7722845,0.78668463,0.8784083,,0.094639994,38.336,0.026970001,1.04709,0.0857,38.2,,5.0,1.358,853008
TYRA,"Tyra Biosciences, Inc.",Healthcare,Biotechnology,32.34,1.726053632,31,0,3,5,6,2,15,,,0.0,0.0,,-14.603286,,6.14712,,-0.34749,2.11,0.03164,1.04204,0.1392,37.875,1.22222,8.0,1.072,551195
VERX,"Vertex, Inc.",Technology,Software - Application,18.7,2.98317312,31,3,8,5,0,3,12,0.127,-0.44,0.6455,0.0224,,25.053255,4.0743213,11.278649,,-0.20472,132.859,0.07463,1.1034501,0.095699996,27.35714,2.0625,14.0,0.594,1494425
VSTM,"Verastem, Inc.",Healthcare,Biotechnology,6.41,0.482799904,31,0,5,5,4,2,15,,,0.85141,-3.62169,,-3.8459923,36.086395,-27.510729,,-28.88708,,0.0087,0.87669,0.22799999,16.125,,8.0,0.436,2181718
ZURA,Zura Bio Limited,Healthcare,Biotechnology,6.03,0.39209056,31,0,8,0,0,8,15,,,0.0,0.0,,-8.148649,,3.6216218,,-0.45009997,,0.24486999,0.6786,0.0511,15.6,,5.0,0.203,636660
ACDC,ProFrac Holding Corp.,Energy,Oil & Gas Equipment & Services,5.01,0.906164672,30,0,10,0,6,5,9,-0.299,,0.25724,-0.16894,,-3.8538465,0.4623289,1.050755,,-0.28141,118.232,0.84189004,0.14840001,0.1568,4.0,3.6,5.0,1.693,1287281
ANDG,Andersen Group Inc.,Consumer Cyclical,Personal Services,21.4,2.37438336,30,3,9,9,0,5,4,0.148,,0.27829,0.41272998,,14.195028,2.9286041,,,,41.668,0.0,0.35636002,0.1008,29.5,,6.0,,637714
APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,11.7,2.772781056,30,0,10,10,4,2,4,-0.013,-0.083,0.43014,0.1975,15.81081,15.81081,1.954058,0.86866134,,0.054130003,50.873,0.07097,0.84911,0.103,13.14286,2.44444,7.0,0.849,2617418
ASG,"Liberty All-Star Growth Fund, I",Financial Services,Asset Management,5.28,0.32714192,30,0,5,10,6,5,4,-0.132,-0.806,1.0,-1.2562001,9.428572,,166.86598,0.89023775,,0.09734,0.465,0.0034999999,0.34680998,0.0013,,,,1.174,260378
AWF,Alliancebernstein Global High I,Financial Services,Asset Management,10.66,0.919208384,30,0,5,15,4,2,4,-0.011,0.068,1.0,0.86673,12.541176,,12.458385,0.92558825,,0.07362,0.474,0.0,0.26084,,,,,0.71,289083
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution,25.04,0.447566976,30,5,8,5,4,4,4,-0.266,,0.098179996,-0.013830001,22.55856,15.650001,0.6902275,2.1604831,,0.09734,11.252,0.06717,0.74023,0.048299998,27.0,3.0,1.0,0.37,431780
DC,Dakota Gold Corp.,Basic Materials,Gold,6.66,0.754325568,30,0,6,5,6,9,4,,,0.0,0.0,,-38.057144,,6.4849076,,-0.25563,0.204,0.12357,0.49321997,0.038900003,10.5375,1.0,4.0,1.082,1239636
DNP,"DNP Select Income Fund, Inc.",Financial Services,Asset Management,10.23,3.854880768,30,3,5,16,0,2,4,0.089,-0.734,1.0,0.80806,8.818965,,23.841034,1.0991726,,0.12668,31.582,0.00049,0.10423,0.0014,,,,0.332,593675
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,9.03,1.434295552,30,3,10,1,6,6,4,0.069,,0.07136,0.0030500002,,36.12,0.30656165,6.097232,,-0.08093,,0.4239,0.41015998,0.18049999,13.0,,1.0,1.968,1320475
GDOT,Green Dot Corporation,Financial Services,Credit Services,12.42,0.689913792,30,6,12,0,6,2,4,0.209,,0.0,-0.023239998,,8.33557,0.34373182,0.7536865,,-0.050869998,,0.03767,0.90066004,0.020299999,16.125,,2.0,0.827,875363
HR,Healthcare Realty Trust Incorpo,Real Estate,REIT - Healthcare Facilities,16.71,5.945255424,30,0,9,8,6,3,4,-0.056,,0.62141997,0.0834,,-185.66666,4.935133,1.2545986,,-0.07198,99.748,0.0096700005,1.1087899,0.09729999,19.1,2.54545,10.0,0.807,3100618
IGD,Voya Global Equity Dividend and,Financial Services,Asset Management,5.79,0.456648672,30,3,5,12,2,4,4,0.046,-0.293,1.0,0.73399,8.271429,,30.40751,0.9308682,,0.113170005,,0.0,0.29996002,0.0047999998,,,,0.495,257955
IMNM,"Immunome, Inc.",Healthcare,Biotechnology,25.07,2.766105344,30,0,4,5,4,2,15,,,0.0,-21.37101,,-10.19798,285.7842,8.71091,,-0.93037003,1.521,0.078449994,0.8325,0.1436,34.5,1.15385,12.0,2.227,2177586
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",11.77,1.59408512,30,8,10,7,0,1,4,-0.059,1.785,0.17965999,0.06802,7.3105593,10.822989,0.38200894,1.6404182,,0.26193002,171.072,0.01908,0.85337996,0.0542,12.5,3.0,2.0,0.748,1828053
NEOG,Neogen Corporation,Healthcare,Diagnostics & Research,10.21,2.220940288,30,0,10,6,2,3,9,-0.028,,0.4598,-0.023929998,,31.577646,2.5228813,1.0552971,,-0.25253,37.78,0.00915,1.12474,0.0867,11.66667,,3.0,1.954,3926503
NVG,Nuveen AMT-Free Municipal Credi,Financial Services,Asset Management,12.78,2.728815872,30,3,5,14,2,2,4,-0.02,0.102,1.0,0.81609,47.333332,,12.127183,0.98763525,,0.02011,69.923,0.0,0.15890999,0.0023,,,,0.834,662643
PCQ,PIMCO California Municipal Inco,Financial Services,Asset Management,8.95,0.169879952,30,3,5,12,4,2,4,0.007,,1.0,0.83992994,,,11.599068,0.9504088,,-0.062140003,76.29,0.0,0.29931,,,,,0.392,209223
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,7.54,2.904162816,30,0,10,4,4,3,9,-0.134,,0.24673,-0.02378,,-18.754353,0.6002884,0.88012135,,-0.039619997,39.579,0.02762,1.10545,0.0934,7.26786,2.33333,14.0,0.719,9146891
PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,35.88,1.176484224,30,8,9,1,6,2,4,0.003,-0.898,0.20493999,0.03681,31.473686,19.438412,0.56388265,-2.6778119,,,,0.012250001,1.12499,0.1385,46.72727,2.46667,11.0,1.147,1352178
SVRA,"Savara, Inc.",Healthcare,Biotechnology,5.58,1.135350528,30,0,5,4,4,2,15,,,0.0,0.0,,-13.95,,12.455357,,-0.78740996,31.604,0.022669999,0.8358,0.1278,10.8125,1.25,8.0,0.276,2531845
VMO,Invesco Municipal Opportunity T,Financial Services,Asset Management,9.69,0.653500224,30,3,5,12,2,4,4,0.017,,1.0,0.88521004,,,12.186105,1.0038329,,-0.05659,71.185,0.0,0.27502,0.0015,,,,0.712,271678
WW,"WW International, Inc.",Consumer Cyclical,Personal Services,21.03,0.21002512,30,0,15,6,0,5,4,-0.108,,0.70841,0.047399998,1.5520295,6.2218933,0.28682593,0.65025824,,,145.189,0.00451,0.60796,0.1001,46.16667,,3.0,,326480
XWIN,"XMAX, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",5.78,0.242090848,30,12,0,5,4,5,4,2.732,,0.25539,-0.0502,192.66667,,14.274836,14.559194,,-0.44524,10.393,0.17727,0.01217,0.038900003,,,,1.253,748656
ZTR,Virtus Global Dividend & Income,Unknown,Unknown,6.5,0.307088608,30,3,5,14,4,0,4,0.011,,1.0,0.75588,11.524822,,11.279241,1.1389523,,,43.0,0.00035,0.08608,,,,,1.021,285940
AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,26.88,0.823262912,29,0,1,5,4,4,15,-0.265,,0.33276,-0.4918,,358.39996,15.460627,6.2950816,,-0.06974,7.771,0.05407,0.67375,0.1617,24.33333,,3.0,2.343,902240
CIFR,Cipher Mining Inc.,Financial Services,Capital Markets,17.7,6.993129984,29,12,5,0,6,2,4,1.975,,0.33979,-0.37928,,36.122448,33.87258,8.894473,,-0.09693,133.297,0.03497,0.80415,0.17889999,27.32143,1.30769,14.0,2.953,37676696
CLMT,"Calumet, Inc",Basic Materials,Specialty Chemicals,22.39,1.942429184,29,0,5,5,6,9,4,-0.02,,0.09649,0.30408,,746.3333,0.4798491,-2.7935119,,,,0.22044,0.52724,0.0947,21.65,2.0,5.0,1.233,877791
CLPT,ClearPoint Neuro Inc.,Healthcare,Medical Devices,13.42,0.399222304,29,3,5,4,2,3,12,0.091,,0.61313,-0.59542,,-16.670807,11.628285,24.050179,,-1.03131,225.18,0.0785,0.40038,0.1106,29.0,,2.0,0.921,802581
DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management,15.41,3.006718976,29,5,3,10,4,3,4,-0.95,,1.0,-3.60005,128.41667,38.524998,29.963516,2.2378738,,-0.0182,14.374,0.037809998,0.93934,0.0813,16.0,2.875,6.0,1.695,7090363
DIN,"Dine Brands Global, Inc. Common",Consumer Cyclical,Restaurants,34.3,0.527510752,29,8,5,4,4,4,4,0.108,-0.613,0.4122,0.14548,15.3125,7.0964394,0.60878336,-2.131494,,,,0.03787,0.78973997,0.1784,34.25,2.71429,4.0,0.937,486903
EQPT,EquipmentShare.com Inc,Industrials,Rental & Leasing Services,30.355,7.627692032,29,6,5,2,4,3,9,0.216,,0.33118,0.06865,,,1.74927,54.302322,,,572.225,0.17773001,0.0,,,,,,6606950
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,Biotechnology,28.78,3.046893568,29,0,5,5,2,2,15,,,0.0,0.0,,-14.539392,,5.4486938,,-0.30021,0.748,0.00451,1.07579,0.1043,38.16667,1.58333,12.0,0.274,1504276
GLIBK,"GCI Liberty, Inc. - Series C GC",Communication Services,Telecom Services,37.16,1.478789632,29,0,10,6,0,4,9,-0.019,,0.37535998,0.14397,,,1.4124066,0.7772758,,-0.22024,80.072,0.0922,0.66602,,,,,,597595
GPK,Graphic Packaging Holding Compa,Consumer Cyclical,Packaging & Containers,14.55,4.310418944,29,5,12,6,0,2,4,-0.012,-0.127,0.2049,0.11689,8.6094675,8.210412,0.5006875,1.3071603,,0.16229999,181.223,0.00945,1.11447,0.1345,17.17,2.81818,10.0,0.642,5021223
IVZ,Invesco Ltd,Financial Services,Asset Management,27.72,12.337974272,29,3,10,5,4,3,4,0.062,,0.28573,-0.86176,,9.129593,1.9347312,1.0062801,,-0.01219,14.034,0.00654,0.95947,0.057800002,30.09091,2.33333,11.0,1.626,5152953
LINE,"Lineage, Inc.",Real Estate,REIT - Industrial,35.98,8.98770432,29,3,10,4,0,8,4,0.031,,0.32176,0.05011,,-50.211422,1.6774364,0.9798208,,-0.020399999,87.906,0.68284,0.32976002,0.0378,39.44444,2.78947,18.0,,1667616
MLYS,"Mineralys Therapeutics, Inc.",Healthcare,Biotechnology,32.09,2.539601152,29,0,6,0,6,2,15,,,0.0,0.0,,-13.91183,,4.396493,,-0.42137,,0.01496,1.10673,0.16280001,50.875,1.22222,8.0,0.495,1544073
PLAY,"Dave & Buster's Entertainment, ",Communication Services,Entertainment,18.83,0.653029376,29,0,10,2,6,2,9,-0.011,,0.40181,-0.033689998,,19.427391,0.30983034,4.9894013,,0.00168,2741.972,0.02096,1.2604799,0.6436,26.22222,2.27273,9.0,1.744,1370903
PRM,"Perimeter Solutions, SA",Basic Materials,Specialty Chemicals,25.98,3.84305792,29,8,7,6,2,2,4,0.094,,0.58247,-0.2769,48.111107,20.696577,6.039287,3.4580061,,0.07391,74.14,0.07626,0.89998,0.0315,33.0,2.5,2.0,1.968,964373
RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,5.87,0.758541696,29,0,7,4,10,4,4,-0.22,,0.62034,-0.02485,,6.673867,6.2742805,0.79831356,,-0.086890005,2123.988,0.01375,0.81461996,0.0484,6.75,2.0,8.0,1.628,1419455
SOC,Sable Offshore Corp.,Energy,Oil & Gas Drilling,10.0,1.44961792,29,0,8,0,4,8,9,,,0.0,0.0,,-9.677451,,2.8587766,,-1.4125999,263.298,0.15180999,0.56652,0.314,24.4,1.0,5.0,0.401,9494296
TDAY,"USA TODAY Co., Inc.",Communication Services,Publishing,5.96,0.876768192,29,0,6,8,4,2,9,-0.084,,0.38244,0.020569999,8.895522,51.826088,0.3749268,4.392041,,0.44357,597.062,0.05105,0.88137,0.1306,6.32,2.4,5.0,1.519,1535576
TROX,Tronox Holdings plc,Basic Materials,Chemicals,6.65,1.054372928,29,0,10,0,8,7,4,-0.131,,0.12482,-0.02575,,-11.617547,0.3707359,0.67546976,,-0.18367,217.012,0.25754,0.76413,0.1699,6.10714,2.5,7.0,1.138,4244978
TXG,"10x Genomics, Inc.",Healthcare,Health Information Services,20.8,2.63230336,29,0,7,9,2,2,9,-0.017,,0.68944,-0.21169001,,-53.792637,4.1013494,3.3521352,,-0.10123,11.079,0.01824,1.08638,0.2052,18.07692,2.47059,13.0,2.181,2670860
UUUU,Energy Fuels Inc,Energy,Uranium,24.88,5.99178752,29,12,0,0,4,4,9,3.376,,0.061479997,-1.5057001,,138.22221,76.09392,8.379926,,-0.18105,,0.01637,0.69565004,0.1598,25.5625,1.42857,4.0,1.848,13787090
VSNT,"Versant Media Group, Inc.",Communication Services,Entertainment,32.85,4.7477376,29,5,7,6,0,2,9,-0.029,,0.57418,0.09802,5.6153846,4.604064,0.69809407,,,,,0.00564,0.00419,,39.66667,3.0,3.0,,5406620
WIW,Western Asset Inflation-Linked ,Financial Services,Asset Management,8.61,0.526795392,29,0,5,14,4,2,4,-0.103,-0.243,1.0,0.90244,17.22,,14.341484,0.889279,,0.05027,43.996,0.00024000001,0.67087,,,,,0.545,246896
WOLF,"Wolfspeed, Inc.",Technology,Semiconductors,17.33,0.448716096,29,3,7,0,4,0,15,0.011,,-0.10741,-0.66819,,-9.342318,0.59064907,-0.020963397,,,,0.059580002,2.67154,0.64669997,20.0,3.0,1.0,,1372275
WU,Western Union Company (The),Financial Services,Credit Services,9.37,3.026203648,29,0,8,11,4,2,4,-0.003,-0.449,0.37893,0.19553,4.073913,5.240199,0.73800844,3.2254734,,0.977,280.117,0.00448,1.0653,0.1849,9.69231,3.52941,13.0,0.535,7890990
ADX,Adams Diversified Equity Fund I,Financial Services,Asset Management,23.29,2.797714432,28,3,5,12,2,2,4,0.062,-0.484,1.0,0.61033,7.636066,,78.619286,0.99734503,,0.1216,,0.02831,0.19596,0.0064,,,,0.914,317151
ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Retail,20.74,1.510288256,28,0,7,11,2,4,4,-0.191,-0.247,0.47188,0.34923,20.534653,34.0,6.6808586,1.4917643,,0.073189996,48.635,0.01041,0.88304,0.034,20.95,3.0,3.0,0.966,926470
AXL,American Axle & Manufacturing H,Consumer Cyclical,Auto Parts,8.08,0.959067072,28,5,12,1,4,2,4,0.0,-0.125,0.123059995,0.045440003,23.764706,11.565658,0.16440398,1.3350958,,0.06279,381.236,0.0378,1.40832,0.32970002,9.775,2.55556,8.0,1.579,3094210
BHVN,Biohaven Ltd.,Healthcare,Biotechnology,12.1,1.605530752,28,0,5,0,2,6,15,,,0.0,0.0,,-4.2034035,,-74.69136,,-5.2208195,,0.0952,0.65479,0.1713,20.8,1.82353,15.0,3.539,4318450
BKSY,BlackSky Technology Inc.,Industrials,Specialty Business Services,24.72,0.88973696,28,0,2,4,6,7,9,-0.13,,0.68024004,-0.85767996,,-22.731035,8.745976,9.690317,,-0.88228,222.612,0.08795,0.62061,0.1998,26.375,,8.0,2.417,1636240
BLFY,Blue Foundry Bancorp,Financial Services,Banks - Regional,13.16,0.273217728,28,9,7,0,0,8,4,0.303,,0.0,-0.13555,,-87.73333,6.1080174,0.7887797,,-0.02816,,0.15048,0.60445,0.031600002,10.0,,1.0,0.551,321965
BNC,CEA Industries Inc.,Industrials,Farm & Heavy Construction Machinery,5.03,0.221636576,28,0,5,10,0,4,9,-0.039,,-0.32837,12.571639,,1.065678,59.555744,0.4701374,,,1.562,0.117639996,0.14614001,0.0368,,,,0.274,562255
BTU,Peabody Energy Corporation,Energy,Thermal Coal,36.13,4.393408,28,0,10,5,2,2,9,-0.07,,0.13851,-0.018380001,,10.2934475,1.1088024,1.2411542,,-0.00429,11.374,0.00722,1.07241,0.184,36.38333,1.33333,6.0,0.4,2912396
CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,6.27,0.148304864,28,3,13,0,4,4,4,0.061,,0.29931,-0.41955003,,-1.8180289,0.36727944,3.8632162,,-2.13875,882.477,0.01757,0.23669,0.1711,10.1875,3.1,8.0,1.398,566301
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,37.65,5.779484672,28,0,4,5,2,2,15,,,0.0,0.0,,-21.145033,,27.066858,,-0.95401,20.022,0.00281,0.91718,0.1201,50.75,1.46154,12.0,0.505,3352128
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,27.01,8.052605952,28,5,10,4,0,5,4,-0.034,-0.097,0.30271998,0.14232,13.92268,10.339151,0.79273534,2.0340388,,0.14815,184.567,0.33606997,0.66659,0.1943,31.57895,3.04762,19.0,-0.043,6724061
CTRI,"Centuri Holdings, Inc.",Utilities,Utilities - Regulated Gas,27.83,2.771294208,28,11,6,1,0,6,4,0.181,,0.08347999,0.045479998,695.75,36.081474,0.97537684,4.2160277,,0.00464,181.279,0.18235001,0.82442003,0.095,26.71429,2.25,7.0,,1787716
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,13.32,0.83675648,28,3,12,1,6,2,4,0.047,,0.29935,0.044499997,,15.973329,0.1307421,2.8250263,,-0.17097999,782.332,0.02388,1.025,0.1838,17.58333,1.5,12.0,2.033,2226293
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction,18.61,1.728528128,28,0,12,7,2,3,4,-0.036,-0.334,0.20284,0.06106,6.5528173,10.313792,0.36999077,1.256923,,0.20341998,113.744,0.17774001,0.89184,0.3326,22.0,3.0,1.0,1.859,396136
DJT,Trump Media & Technology Group ,Communication Services,Internet Content & Information,13.54,3.791168,28,0,5,8,0,6,9,-0.038,,0.59419996,-59.26447,,,1030.7969,1.6642085,,-0.0932,41.854,0.42716,0.24046,0.0655,,,,4.625,9341010
FWRD,Forward Air Corporation,Industrials,Integrated Freight & Logistics,27.61,0.862763776,28,0,8,1,8,2,9,-0.037,,0.19374001,0.03296,,-129.4239,0.34555694,6.1629467,,-0.52854,1101.027,0.01991,1.10293,0.19489999,35.66667,2.0,3.0,1.354,560981
HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,25.89,2.90084608,28,0,9,9,4,2,4,-0.015,-0.135,0.67222,0.26464,22.513044,43.149998,3.5734696,1.204354,,0.05308,138.918,0.01862,1.0821099,0.123900004,29.5,2.63636,10.0,1.088,1263266
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,Biotechnology,15.65,0.791049472,28,0,5,0,6,2,15,,,0.0,-3.36328,,-7.7093596,554.73315,46.57738,,-1.90176,1662.327,0.01594,1.29988,0.4414,33.22222,1.22222,9.0,-0.147,1359836
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,23.27,5.228950016,28,0,7,11,4,2,4,-0.011,,0.74068,0.23061001,36.359375,62.89189,6.1029825,1.5894809,,0.04244,91.782,0.00694,1.05382,0.1003,26.0,,11.0,0.894,1861058
MSBI,"Midland States Bancorp, Inc.",Financial Services,Banks - Regional,22.8,0.491379232,28,3,10,5,0,6,4,0.117,,0.0,0.33766997,,8.296944,2.331928,1.0374483,,-0.21701999,,0.06229,0.6746,0.018,23.875,3.0,4.0,0.641,204833
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,20.53,0.76802176,28,8,8,2,4,2,4,0.002,,0.32900003,0.09994,27.743244,13.965986,0.9302093,2.678059,,0.09922,140.196,0.01905,0.91271,0.0227,21.0,,1.0,1.101,260265
NFJ,"AllianzGI NFJ Dividend, Interes",Financial Services,Asset Management,13.48,1.277925248,28,0,5,10,4,5,4,,,1.0,0.61103,19.536232,,39.68219,0.96908695,,0.09607001,,0.0,0.43188,0.0004,,,,1.087,218675
PCT,"PureCycle Technologies, Inc.",Industrials,Pollution & Treatment Controls,10.22,1.841627008,28,0,4,5,6,4,9,,,1.0,-16.02181,,-14.0,325.3758,26.9657,,-0.75034,124.727,0.02823,0.76582,0.4248,15.16667,,6.0,2.031,4310811
PENN,"PENN Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,13.15,1.919961984,28,3,14,3,4,0,4,0.048,,0.40004003,0.028770002,,18.013699,0.2813626,0.92710096,,-0.36129,572.143,0.01796,1.06484,0.1598,19.05556,2.28571,18.0,1.348,3839733
PK,Park Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,10.9,2.179057152,28,0,10,4,8,2,4,-0.073,,0.29634002,0.16229999,,14.064516,0.8575589,0.6442842,,0.0,143.686,0.07157,1.09039,0.2514,12.3,2.70588,15.0,1.433,3798248
REAL,"The RealReal, Inc.",Consumer Cyclical,Luxury Goods,15.44,1.801583104,28,6,7,5,2,4,4,0.175,,0.74486,-0.0435,,537.97906,2.718185,-4.6787877,,,,0.08149,0.88513,0.188,18.0,1.44444,8.0,2.613,3318855
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas E&P,6.02,0.28058496,28,0,0,10,4,5,9,-0.979,,1.0,-299.10132,,,11425.864,115.769226,,-0.1079,11.406,0.0,0.32731998,0.0209,,,,0.687,203010
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,7.94,0.67224416,28,0,12,5,6,1,4,-0.006,-0.28,0.16244,0.042090002,10.586667,14.178572,0.36473557,0.96605426,,0.10232,97.59,0.00892,0.95835996,0.073699996,10.0,,2.0,0.939,1289221
VOR,Vor Biopharma Inc.,Healthcare,Biotechnology,13.99,0.541695552,28,0,5,0,2,6,15,,,0.0,0.0,,-3.0358396,,-0.056745585,,,,0.03561,0.43848,0.0629,44.6,,5.0,2.025,1887885
XPOF,"Xponential Fitness, Inc.",Consumer Cyclical,Leisure,7.73,0.378051104,28,0,9,9,4,2,4,-0.021,,0.6806,0.29740998,,8.921667,1.199648,-1.178713,,,,0.07915,0.97660005,0.18969999,10.9,,10.0,1.416,605695
BRCB,"Black Rock Coffee Bar, Inc.",Consumer Cyclical,Restaurants,15.39,0.268993376,27,6,11,2,2,2,4,0.242,,0.4926,-0.12449,,84.92441,1.419535,6.2484775,,,158.666,0.01872,1.18336,0.1778,27.83333,1.57143,6.0,,438158
BTGO,"BitGo Holdings, Inc.",Financial Services,Capital Markets,12.06,1.394111872,27,12,8,3,0,0,4,6.105,,0.01643,0.00114,8.492958,,0.1251907,3.5860841,,,92.715,0.02737,0.0,,,,,,5588933
BW,"Babcock & Wilcox Enterprises, I",Industrials,Specialty Industrial Machinery,10.39,1.154329984,27,0,5,1,6,6,9,-0.024,,0.26152,0.0421,,779.4449,1.6003798,-4.9689145,,,,0.05539,0.72195,0.0364,8.75,1.5,4.0,1.438,4362020
BWIN,"The Baldwin Insurance Group, In",Financial Services,Insurance Brokers,22.83,2.712758016,27,3,12,1,4,3,4,0.078,,0.27547002,0.01422,,11.268844,1.8237066,2.6310937,,-0.041869998,152.646,0.00669,0.87427,0.0678,33.375,2.11111,8.0,1.376,1178305
CLM,Cornerstone Strategic Value Fd,Financial Services,Asset Management,8.27,2.347767296,27,0,5,12,6,0,4,-0.251,-0.608,1.0,0.37635,8.705264,,120.59808,1.2235539,,0.13613,,0.0,0.16540001,,,,,1.181,1919073
CMP,Compass Minerals Intl Inc,Basic Materials,Other Industrial Metals & Mining,25.83,1.080197632,27,0,6,5,4,8,4,-0.25,,0.21309,0.00992,,25.659367,0.71328425,4.6009974,,0.17011999,319.14,0.23335,0.78353995,0.057800002,22.5,2.25,4.0,1.571,489111
COMP,"Compass, Inc.",Real Estate,Real Estate Services,13.03,9.437571072,27,6,5,5,2,5,4,0.236,,0.12189,0.00184,,32.33411,1.4208502,9.41474,,-0.09359,61.793,0.01507,0.66858,0.071,13.90909,1.81818,11.0,2.535,16770540
FUN,Six Flags Entertainment Corpora,Consumer Cyclical,Leisure,18.35,1.8620544,27,0,12,7,2,2,4,-0.023,,0.37462002,0.33133,,357.42114,0.5934816,3.0245593,,-0.91830003,608.297,0.01962,1.09201,0.272,25.23077,1.76923,13.0,0.367,3539676
GLSI,"Greenwich LifeSciences, Inc.",Healthcare,Biotechnology,30.02,0.41591328,27,0,5,0,4,3,15,,,0.0,0.0,,-36.609756,,190.0,,-5.43434,,0.50706,0.09511,0.22530001,47.5,,2.0,1.444,517923
JRVR,"James River Group Holdings, Inc",Financial Services,Insurance - Specialty,6.75,0.310269408,27,0,10,6,2,5,4,-0.098,,0.26037002,0.05139,,5.6385326,0.4798624,0.61565125,,-0.06966,51.803,0.07421,0.74264,0.0573,7.33333,2.0,3.0,-0.018,262396
NRK,Nuveen New York AMT-Free Qualit,Financial Services,Asset Management,10.15,0.885438272,27,0,5,12,4,2,4,,,1.0,0.80316,,,11.544802,0.98514986,,,75.335,0.0,0.16418,0.0015,,,,0.672,419466
PML,Pimco Municipal Income Fund II ,Financial Services,Asset Management,7.66,0.509336384,27,0,5,12,4,2,4,-0.009,,1.0,0.85746,,,11.181673,0.9733164,,-0.05198,73.435,0.000120000004,0.28184,,,,,0.76,551710
RYI,Ryerson Holding Corporation,Industrials,Metal Fabrication,28.22,0.909021056,27,3,10,1,4,0,9,0.031,,0.17979999,0.00895,,21.541985,0.20318314,1.154145,,-0.026600001,109.029,0.04086,0.99791,0.1047,29.0,,1.0,1.6,373625
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,21.235,2.22515584,27,0,10,2,0,0,15,-0.145,,0.18388,-0.15745,,6.8011203,0.9218801,1.6853175,,-0.21369,95.473,0.051680002,0.85322,0.2354,21.43478,2.76923,23.0,0.479,4100610
THS,"Treehouse Foods, Inc.",Consumer Defensive,Packaged Foods,24.65,1.24482496,27,3,10,2,4,4,4,0.001,,0.17179,0.0626,,12.506342,0.37314898,0.986,,-0.17179,129.933,0.01105,0.97277,0.026400002,21.91667,3.0,6.0,0.173,986858
