ticker,company_name,sector,industry,current_price,market_cap_billions,total_score,growth_score,value_score,quality_score,momentum_score,sentiment_score,sector_score,revenue_growth,earnings_growth,gross_margin,operating_margin,trailing_pe,forward_pe,price_to_sales,price_to_book,peg_ratio,return_on_equity,debt_to_equity,insider_ownership,institutional_ownership,short_percent,target_price,recommendation,num_analysts,beta,average_volume
LAUR,"Laureate Education, Inc.",Consumer Defensive,Education & Training Services,34.32,5.057709568,40,8,5,15,2,6,4,0.086,-0.589,0.37488997,0.17857,25.422222,16.162453,3.1931274,4.5211434,,0.20363002,39.16,0.094060004,0.96109,0.0175,38.16667,1.66667,6.0,0.67,1142761
MFIC,MidCap Financial Investment Cor,Financial Services,Asset Management,11.18,1.043134528,40,8,9,10,2,7,4,0.005,-0.039,1.0,0.82765996,10.64762,7.8613367,3.2128277,0.76256734,,0.07181,139.999,0.00798,0.33285,0.0055,12.65625,,8.0,0.781,664133
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,25.11,0.534700288,40,0,14,10,4,8,4,-0.189,-0.336,0.38978,0.18191999,,9.839342,0.92372066,0.62520236,,-0.01721,32.829,0.32037,0.61751,0.1145,34.8,1.4,5.0,0.36,360951
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,7.74,0.622999424,40,0,5,2,10,8,15,-0.962,,0.41011003,-112.31951,,-3.0836654,22.723106,-15.357142,,-6.11421,,0.19982,0.62224,0.11,26.75,1.25,8.0,1.387,539081
MIR,"Mirion Technologies, Inc.",Industrials,Specialty Industrial Machinery,25.29,6.180122624,40,8,7,7,6,3,9,0.079,,0.4739,0.03765,229.9091,41.473976,6.849299,3.098885,,0.0161,65.159,0.0372,1.10445,0.081099994,30.33333,1.44444,9.0,0.955,2846466
NCLH,Norwegian Cruise Line Holdings ,Consumer Cyclical,Travel Services,22.92,10.434501632,40,8,8,12,8,0,4,0.047,-0.096,0.41984,0.25507998,16.489208,8.712312,1.0765477,4.758148,,0.39870998,699.717,0.00342,0.8475,0.1148,27.70455,1.875,22.0,2.083,17945966
NCNO,"nCino, Inc.",Technology,Software - Application,21.39,2.477276672,40,3,12,11,0,2,12,0.096,,0.60330003,0.08145001,,20.857916,4.223939,2.3502913,,-0.013660001,25.559,0.02362,1.15402,0.12100001,34.14286,2.11765,14.0,0.553,1841648
NESR,National Energy Services Reunit,Energy,Oil & Gas Equipment & Services,19.67,1.982298496,40,5,8,6,2,10,9,-0.122,-0.182,0.13855,0.06639,27.319443,13.161241,1.5615203,2.0720532,,0.076680005,37.259,0.26122,0.57256,0.045900002,22.14286,1.57143,7.0,0.236,1048750
NMFC,New Mountain Finance Corporatio,Financial Services,Asset Management,8.64,0.89126624,40,5,12,10,0,9,4,-0.155,-0.498,1.0,0.81698996,13.292309,6.810819,2.6146271,0.71635854,,0.05435,139.879,0.12384,0.33192003,0.0175,10.0,,6.0,0.615,673831
NWBI,"Northwest Bancshares, Inc.",Financial Services,Banks - Regional,12.79,1.868720896,40,14,9,5,2,6,4,0.251,0.194,0.0,0.39863998,13.902174,9.05256,3.1192865,0.98848444,,0.072270006,,0.00934,0.70206,0.038,13.5,2.75,7.0,0.67,887908
ORIC,"Oric Pharmaceuticals, Inc.",Healthcare,Biotechnology,10.76,1.047908672,40,0,8,5,10,2,15,,,0.0,0.0,,-6.772791,,2.5723164,,-0.39731997,1.817,0.0671,1.07435,0.2198,21.0,1.26667,13.0,1.359,1478886
PAGP,"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,20.82,4.851068928,40,13,8,5,2,3,9,-0.07,1.502,0.06185,0.033770002,27.394737,9.239658,0.103396825,3.063116,,0.08799,68.125,0.0,0.80674005,0.0563,20.84615,2.42857,13.0,0.536,1527590
PR,Permian Resources Corporation,Energy,Oil & Gas E&P,16.05,11.956023296,40,3,10,14,2,2,9,0.087,-0.848,0.73982,0.37574002,14.330357,14.727879,2.3028116,1.1910945,,0.08989,32.867,0.0086900005,0.97156996,0.0382,18.38095,1.40909,21.0,0.642,10103805
RXST,"RxSight, Inc.",Healthcare,Medical Devices,8.91,0.366349248,40,0,12,10,4,2,12,-0.141,,0.74978995,-0.40138,,-17.551807,2.578381,1.3262876,,-0.12917,4.191,0.056209996,0.81694,0.1221,10.5,3.1,9.0,1.138,872133
TPVG,TriplePoint Venture Growth BDC ,Financial Services,Asset Management,6.14,0.248054736,40,5,10,10,8,3,4,-0.143,-0.333,1.0,0.75592005,7.39759,6.326766,2.6495063,0.69868,,0.094289996,132.046,0.0145000005,0.11667,0.0665,6.54167,3.25,6.0,1.388,411680
UPB,"Upstream Bio, Inc.",Healthcare,Biotechnology,30.94,1.671954048,40,3,6,10,2,4,15,0.125,,1.0,-55.39385,,-9.9898615,597.3398,4.413065,,-0.408,0.375,0.14935,0.88131,0.115100004,47.57143,1.25,7.0,,551005
URGN,UroGen Pharma Ltd.,Healthcare,Biotechnology,20.69,0.968476032,40,3,5,5,10,2,15,0.09,,0.87951,-0.99651,,-21.36139,10.034357,-8.386704,,,,0.03852,0.99851996,0.2293,35.25,1.375,8.0,1.299,988106
VNO,Vornado Realty Trust,Real Estate,REIT - Office,31.79,6.636583936,40,8,11,10,4,3,4,0.031,,0.51579,0.16664,7.5871124,-1589.5001,3.4857125,1.2501475,,0.14122,113.246,0.0648,0.94932,0.0664,38.53846,2.61538,13.0,1.506,1478248
WSC,WillScot Holdings Corporation,Industrials,Rental & Leasing Services,20.19,3.676096,40,0,10,13,6,2,9,-0.058,,0.5239,0.21176,16.685951,18.695484,1.5858982,3.4654994,,0.21147,369.297,0.02955,1.0892199,0.1379,24.6,2.2,10.0,1.114,3083385
ALT,"Altimmune, Inc.",Healthcare,Biotechnology,5.1,0.638680768,39,0,8,5,6,5,15,0.0,,0.0,-4171.8,,-4.094051,31934.04,2.6275115,,-0.52615,8.569,0.00642,0.37263,0.2546,17.66667,1.9,9.0,0.03,4861048
ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,6.87,0.2214564,39,0,9,1,10,10,9,-0.058,,0.25843,0.011360001,,18.238775,0.12135263,76.33333,,-1.60649,42096.55,0.26544002,0.64171,0.044699997,9.95,2.0,5.0,1.546,234833
AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,13.58,1.77197056,39,12,2,4,2,7,12,1.728,,0.00075,-0.21899,,-104.46154,30.337807,17.16814,,-0.39011002,36.537,0.085530005,0.52676,0.1393,17.57143,1.125,7.0,3.058,7003105
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,7.85,1.907348224,39,3,9,6,2,4,15,0.123,,0.72556996,0.04231,,43.008984,4.7895164,12.362205,,-0.36181,153.122,0.02953,0.69467,0.1016,14.2,1.09091,10.0,0.553,4476638
ARI,Apollo Commercial Real Estate F,Real Estate,REIT - Mortgage,10.95,1.52143488,39,5,9,9,6,6,4,-0.062,,0.69745004,0.44807997,12.443182,11.636186,5.649675,0.8170422,,0.07408,405.725,0.00671,0.69104,0.035,11.45,1.8,5.0,1.579,1020581
ASAN,"Asana, Inc.",Technology,Software - Application,10.41,2.468210944,39,3,9,5,2,8,12,0.093,,0.89483,-0.34813,,29.262943,3.1906757,13.160556,,-1.02476,132.704,0.46120998,0.47667,0.2148,15.92308,,13.0,0.916,3877390
ASB,Associated Banc-Corp,Financial Services,Banks - Regional,27.35,4.539969024,39,17,9,5,0,4,4,7.218,,0.0,0.4525,9.873647,8.596736,3.1669436,0.9355545,,0.09911,,0.00782,0.87638,0.0374,30.2,2.7,10.0,0.795,1979878
AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,36.01,3.297206272,39,5,12,4,10,4,4,-0.011,-0.132,0.31917998,0.09907,29.27642,11.803965,1.0157439,1.3897573,,0.048189998,82.562,0.00805,1.02383,0.040999997,41.75,1.5,8.0,1.451,804856
AXGN,"AxoGen, Inc.",Healthcare,Medical Devices,34.0,1.705753344,39,6,2,10,6,3,12,0.235,,0.74761003,0.03182,,68.22788,7.9444895,12.977099,,-0.01905,57.764,0.02563,0.86166,0.0637,37.0,1.22222,9.0,1.002,920000
BBOT,BridgeBio Oncology Therapeutics,Healthcare,Biotechnology,12.5,0.999858624,39,0,8,5,4,7,15,,,0.0,0.0,,-4.963607,,2.2163122,,,0.646,0.27095,0.68,,24.14286,,7.0,,231498
BCAX,Bicara Therapeutics Inc.,Healthcare,Biotechnology,16.91,0.926362816,39,5,8,5,2,4,15,,,0.0,0.0,3.1431227,-5.7109084,,2.2928813,,-0.26639998,0.49,0.12164,0.92114997,0.2539,30.77778,,9.0,,610313
BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,19.43,3.333775616,39,5,7,10,8,5,4,,,1.0,0.45597,30.84127,13.56512,8.475665,0.9323864,,0.02881,429.903,0.01211,0.65393996,0.0561,20.9375,2.11111,8.0,1.098,1294571
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,22.61,1.229967872,39,0,5,5,6,8,15,,,0.0,-7.78796,,149.30992,110.50419,12.328244,,-1.07787,17.34,0.16799,0.39244998,0.104499996,50.8,1.2,10.0,0.225,2897591
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,7.3,0.959499648,39,17,9,5,0,4,4,0.204,0.319,0.0,0.47271,13.035714,10.068966,4.5748186,0.91022444,,0.070489995,,0.07796,0.79074997,0.0357,7.0,,2.0,,931575
CLDT,Chatham Lodging Trust (REIT),Real Estate,REIT - Hotel & Motel,7.08,0.359009184,39,5,10,8,8,4,4,-0.101,-0.343,0.47717,0.12663001,708.0,-59.0,1.1912335,0.4604279,,0.01105,45.712,0.02767,0.93665004,0.0197,8.0,,3.0,1.137,267280
CNXC,Concentrix Corporation,Technology,Information Technology Services,38.62,2.404382208,39,3,15,2,2,5,12,0.043,,0.34959,0.056929998,,2.8998349,0.24470164,0.8688218,,-0.37704,169.021,0.16339001,1.00641,0.1702,62.2,,5.0,0.481,1120308
COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional,29.04,8.686473216,39,17,9,5,0,4,4,0.512,0.059,0.0,0.52882,12.626087,8.650684,4.0383415,1.0942799,,0.08489,,0.00603,0.99129,0.03,32.34615,2.53846,13.0,0.707,2788860
CSWC,Capital Southwest Corporation,Financial Services,Asset Management,23.56,1.353922432,39,11,7,10,2,5,4,0.169,-0.079,1.0,0.87869,14.724999,10.62132,6.2314916,1.417228,,0.09947,109.794,0.0395,0.29437,0.0543,23.91667,2.0,6.0,0.798,609421
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,11.9,0.63487808,39,5,10,9,4,2,9,-0.213,-0.558,0.48713002,0.37776002,9.015151,3.979933,0.80476373,1.0766307,,0.13915,115.193,0.027509999,0.76788,0.1697,13.5,,2.0,2.306,964953
ESI,Element Solutions Inc.,Basic Materials,Specialty Chemicals,29.81,7.214017536,39,8,8,10,6,3,4,0.017,-0.039,0.42009,0.15364,30.11111,17.235996,2.8865306,2.7184024,,0.09353,61.333,0.07626,1.01388,0.068,33.1,1.3,10.0,1.282,2307130
ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",22.54,0.573560512,39,5,12,11,4,3,4,-0.048,-0.283,0.60671,0.071440004,13.104651,12.88,0.94444966,1.2062507,,0.099630006,26.497,0.09064999,0.84088,0.0763,27.0,3.0,1.0,1.161,316260
FPI,Farmland Partners Inc.,Real Estate,REIT - Specialty,11.41,0.512461696,39,0,7,16,4,8,4,-0.151,,0.78736997,0.35979,9.055555,71.3125,9.670914,1.0860461,,0.11981,30.513,0.08012,0.61234003,0.0701,11.875,2.25,4.0,0.778,535321
FRME,First Merchants Corporation,Financial Services,Banks - Regional,38.92,2.25054976,39,5,11,5,8,6,4,-0.046,-0.1,0.0,0.42695,10.030927,8.488549,3.5071843,0.90786093,,0.09473,,0.01694,0.797,0.020599999,45.6,2.0,5.0,0.937,268706
FULC,"Fulcrum Therapeutics, Inc.",Healthcare,Biotechnology,10.94,0.721714944,39,0,8,5,6,5,15,,,0.0,0.0,,-8.976558,Infinity,2.984179,,-0.31214002,3.534,0.01232,0.77327,0.0727,19.1,1.7,10.0,3.198,1409465
FWDI,"Forward Industries, Inc.",Consumer Cyclical,Footwear & Accessories,6.64,0.574090816,39,12,10,5,0,8,4,0.676,,0.28542998,-0.16507,,,31.565088,0.3890777,,-0.22957,0.173,0.26902,0.39694,0.0146,10.0,,1.0,0.585,924925
GAP,"Gap, Inc. (The)",Consumer Cyclical,Apparel Retail,27.7,10.302232576,39,8,8,9,4,6,4,0.03,-0.139,0.41011003,0.08219,12.477478,11.92049,0.674274,2.8253775,,0.25096,151.248,0.3959,0.62934,0.1069,30.3,1.84211,17.0,2.292,8644723
HTBK,Heritage Commerce Corp,Financial Services,Banks - Regional,12.7,0.779382592,39,17,9,5,0,4,4,0.177,0.452,0.0,0.41442,16.282051,12.1241045,3.983596,1.099948,,0.06841,,0.03006,0.80963,0.0221,14.5,2.8,3.0,0.784,777346
ICHR,Ichor Holdings,Technology,Semiconductor Equipment & Materials,33.49,1.151527936,39,3,10,5,4,2,15,0.133,,0.11901,-0.00482,,42.469284,1.2028449,1.7026794,,-0.059359998,24.124,0.0242,0.98459,0.105500005,30.14286,2.0,7.0,1.829,844851
IVT,InvenTrust Properties Corp.,Real Estate,REIT - Retail,28.95,2.24708096,39,3,7,13,6,6,4,0.087,,0.71518,0.17881,19.046053,115.8,7.668695,1.2421162,,0.06653,42.385,0.0070700003,0.7679,0.026500002,32.0,1.85714,6.0,-6.838,532498
JPC,Nuveen Preferred & Income Oppor,Financial Services,Asset Management,8.14,2.905645824,39,12,5,14,0,4,4,2.285,,1.0,0.86230004,10.435898,,10.815899,1.0161029,,0.097440004,44.682,0.0,0.20209,0.0082,,,,0.716,1081133
KYN,Kayne Anderson MLP/Midstream In,Financial Services,Asset Management,13.12,2.218933504,39,6,5,19,0,5,4,0.281,-0.773,1.0,0.49831,,4.5555553,24.241896,0.9492801,,0.17126,23.534,0.0063099996,0.32904,0.00059999997,,,,0.764,446800
LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",13.45,0.19660008,39,8,15,4,4,4,4,0.002,,0.572,-0.10524,43.387096,6.8622446,0.28469703,1.0384496,,0.03767,101.166,0.10273,0.90256,0.2744,24.66667,1.16667,6.0,2.29,479693
MBUU,"Malibu Boats, Inc.",Consumer Cyclical,Recreational Vehicles,32.23,0.620266624,39,8,10,6,8,3,4,0.135,,0.17312,0.0017299999,33.226803,15.979177,0.7466669,1.2001042,,0.03773,5.713,0.029240001,1.11727,0.0681,34.83333,,9.0,1.186,224423
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,25.53,4.87149568,39,0,7,19,4,0,9,-0.025,-0.231,0.81337,0.31226,14.183334,16.402185,3.688219,2.4055405,,0.17878,20.511,0.01365,1.14762,0.1857,26.94444,1.73684,18.0,0.919,2414423
MRP,"Millrose Properties, Inc.",Real Estate,REIT - Residential,29.7,4.930304,39,5,7,14,4,5,4,,,0.85410005,0.85259,22.671757,9.504001,11.997041,0.8415982,,0.04004,33.784,0.01005,0.7446,0.059499998,38.6,,5.0,,2419318
NBBK,"NB Bancorp, Inc.",Financial Services,Banks - Regional,21.45,0.98178368,39,14,9,5,0,7,4,0.43,-0.525,0.0,0.48855,16.12782,8.234165,5.181436,1.0683336,,0.07842,,0.13149999,0.43398997,0.0325,24.0,2.5,2.0,0.328,302648
NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,12.4,1.604408704,39,3,12,6,6,3,9,0.119,,0.43403998,-0.08091,,67.19046,2.2624009,1.9065189,,-0.12994,48.946,0.01263,1.02588,0.0862,14.42857,2.23077,7.0,1.571,1989421
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,35.23,0.716634112,39,0,5,5,10,4,15,-0.511,,0.87257004,-2.67447,,-2.970489,11.447829,8.136259,,-1.8024299,196.365,0.00832,0.71586996,0.1634,114.42857,1.375,7.0,1.319,799330
NTSK,"Netskope, Inc.",Technology,Software - Infrastructure,15.35,6.03652352,39,9,7,4,2,2,15,0.329,,0.66358,-2.4269,,-74.370155,9.130297,39.97396,,,539.612,0.00049,1.72101,,26.42857,1.35714,14.0,,2439936
NUV,"Nuveen Municipal Value Fund, In",Financial Services,Asset Management,9.1,1.888628608,39,11,5,15,0,4,4,0.062,0.551,1.0,0.89404,31.379313,,20.876532,0.9891305,,0.03113,6.334,0.0,0.24109,0.0005,,,,0.395,567078
OIS,"Oil States International, Inc.",Energy,Oil & Gas Equipment & Services,8.57,0.519279008,39,5,10,7,4,4,9,-0.053,,0.22975,0.050300002,23.16216,18.835163,0.7926484,0.7432784,,0.03353,18.32,0.07383,0.91322,0.0217,8.5,,4.0,1.272,719343
PBI,Pitney Bowes Inc.,Industrials,Integrated Freight & Logistics,10.24,1.762539392,39,5,7,8,8,2,9,-0.08,,0.53778,0.20682,24.380953,7.086505,0.91270083,-2.5215464,,,,0.01048,0.82715,0.14850001,13.0,,4.0,1.297,2564871
PFL,PIMCO Income Strategy Fund Shar,Financial Services,Asset Management,8.4,0.381149984,39,11,7,17,0,0,4,0.098,0.568,1.0,0.91494006,7.636363,,9.063778,1.051051,,0.13836999,14.132,0.0,0.15508,,,,,0.626,224283
PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,11.26,12.421661696,39,5,12,2,4,7,9,-0.004,,0.31702,0.10012,375.33334,10.968031,0.43240374,1.0298153,,0.01279,111.017,0.03325,0.30352,0.0498,14.56667,3.3,15.0,1.188,8922305
RUN,Sunrun Inc.,Technology,Solar,19.76,4.585146368,39,9,10,1,4,0,15,0.349,,0.24148001,0.00504,,41.18125,1.9792088,1.5336852,,-0.72506,317.405,0.0301,1.0713401,0.3027,22.185,1.86957,20.0,2.356,7667795
RXO,"RXO, Inc.",Industrials,Trucking,14.88,2.441984768,39,9,10,5,6,0,9,0.366,,0.16532,0.00141,,124.39391,0.41110855,1.5454923,,-0.04889,43.165,0.013350001,1.11289,0.1649,15.5,2.7619,18.0,1.616,2168871
SIRI,SiriusXM Holdings Inc.,Communication Services,Entertainment,20.06,6.75501312,39,0,12,8,2,8,9,-0.006,,0.47048,0.23252001,4.9287467,6.429487,0.7897829,0.5849931,,0.088599995,89.192,0.45803002,0.38162,0.1658,24.0,3.0,14.0,0.936,3935003
SNCY,"Sun Country Airlines Holdings, ",Industrials,Airlines,17.97,0.958095232,39,8,10,3,6,3,9,0.024,-0.268,0.31723,0.03885,17.114286,11.217158,0.86610377,1.5523496,,0.09993,94.353,0.05386,1.20687,0.0992,19.42857,1.875,7.0,1.578,1217226
TALO,"Talos Energy, Inc.",Energy,Oil & Gas E&P,12.09,2.111615488,39,0,12,9,2,7,9,-0.116,,0.72833997,-0.0174,,-6.9173865,1.127666,0.8633248,,-0.13703,57.028,0.2678,0.73937,0.1095,14.22727,1.63636,11.0,0.57,2001675
TECX,"Tectonic Therapeutic, Inc.",Healthcare,Biotechnology,20.69,0.38723984,39,0,10,5,2,7,15,,,0.0,0.0,,-4.4209404,,1.4472581,,-0.32209,0.463,0.38382,0.69618,0.374,78.14286,1.25,7.0,,342176
VRDN,"Viridian Therapeutics, Inc.",Healthcare,Biotechnology,33.57,3.203988224,39,12,2,5,4,1,15,819.581,,0.0,-0.56700003,,-9.40186,45.261105,8.787958,,-0.49893,4.812,0.00135,1.02129,0.088599995,41.88235,1.27778,17.0,0.945,1633695
WERN,"Werner Enterprises, Inc.",Industrials,Trucking,34.64,2.072522112,39,8,10,5,4,3,9,0.035,,0.19634001,0.00062,84.4878,38.13928,0.69281757,1.4850382,,0.01638,53.958,0.01204,1.02321,0.064899996,31.64286,3.06667,14.0,1.075,1013101
WT,"WisdomTree, Inc.",Financial Services,Asset Management,16.54,2.433152,39,8,5,12,6,4,4,0.11,,0.49247003,0.38262,25.843752,17.169611,5.3239975,6.0387006,,0.25768,256.075,0.09675,1.18099,0.2386,16.5,1.66667,6.0,1.083,3435533
AAL,"American Airlines Group, Inc.",Industrials,Airlines,13.51,8.920667136,38,8,9,1,8,3,9,0.025,-0.831,0.23233,0.034930002,79.47059,4.9712253,0.1632835,-2.3936925,,,,0.014839999,0.70571,0.063,17.70208,2.07692,24.0,1.233,55730590
AKR,Acadia Realty Trust,Real Estate,REIT - Retail,19.78,2.798653184,38,5,7,10,10,2,4,-0.024,-0.571,0.69141996,0.19652,152.15385,70.64286,7.1854486,1.1539583,,-0.01671,72.201,0.0047999998,1.2478399,0.2878,22.42857,1.75,7.0,1.148,1386336
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,5.32,0.320065952,38,0,6,4,8,5,15,,,0.0,0.0,,13.6410265,,6.4957266,,-0.64305,31.564,0.03086,0.66407996,0.0874,9.66667,1.2,6.0,0.847,1057791
AMH,American Homes 4 Rent,Real Estate,REIT - Residential,30.92,13.063171072,38,9,9,12,2,2,4,0.075,0.338,0.56005,0.23545,26.20339,38.606567,7.1311903,1.6023215,,0.06605,62.016,0.07756,0.90445,0.040700004,36.59524,2.21739,21.0,0.8,3486670
AMN,AMN Healthcare Services Inc,Healthcare,Medical Care Facilities,20.19,0.775574208,38,8,10,1,4,3,12,-0.077,3.213,0.29369,0.013300001,,29.864655,0.28546157,1.200928,,-0.35898998,137.319,0.00912,1.0934,0.0871,20.85714,2.55556,7.0,0.205,1189460
ARKO,ARKO Corp.,Consumer Cyclical,Specialty Retail,5.22,0.588515008,38,6,13,1,6,8,4,-0.123,0.429,0.15144,0.02248,47.454544,104.399994,0.07461058,2.148148,,0.04936,694.503,0.31147,0.62681,0.0355,8.5,,2.0,0.854,483428
ARRY,"Array Technologies, Inc.",Technology,Solar,11.71,1.788676224,38,12,5,2,4,0,15,0.7,,0.26816,0.13969,,13.24391,1.3415115,-38.267975,,-0.07751,180.786,0.00535,1.37651,0.2021,11.05417,2.04,24.0,1.679,6558125
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology,15.25,0.28231952,38,0,8,5,8,2,15,,,0.0,-346.32294,,-3.3505952,1470.4142,2.9698148,,-1.7479401,0.606,0.03475,0.85508,0.1617,34.375,1.1,8.0,0.855,341041
BCAL,California BanCorp,Financial Services,Banks - Regional,18.08,0.586120704,38,3,11,7,4,9,4,0.026,-0.03,0.0,0.50451,9.367876,10.044445,3.1011677,1.0165299,,0.11587,,0.23045999,0.66188,0.0143,21.5,1.33333,3.0,,218853
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,29.29,2.972201216,38,0,8,5,8,2,15,-0.32,,0.0,-13.076,,-6.365191,53.359924,2.9890807,,-0.4719,15.675,0.012309999,1.01905,0.2219,47.21429,1.3125,14.0,2.073,2016378
CRBP,Corbus Pharmaceuticals Holdings,Healthcare,Biotechnology,8.63,0.151482704,38,0,10,5,2,6,15,,,0.0,0.0,,-1.6557244,,1.17399,,-0.55647,2.224,0.0126,0.63308,0.0868,42.33333,,9.0,2.775,404998
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,29.0,3.388283648,38,16,10,1,4,3,4,0.011,22.046,0.09511,0.038599998,65.90909,12.010122,0.34029162,3.234802,,0.05314,263.976,0.0121,1.10233,0.0615,33.42857,2.0,7.0,2.121,1894126
DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology,17.88,2.943981824,38,0,8,5,10,0,15,,,0.0,0.0,,-5.385785,,3.685838,,-0.60659003,17.414,0.0043599997,1.08355,0.1261,39.125,1.4375,16.0,1.32,2676425
EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies,19.15,0.490809728,38,3,12,9,4,1,9,0.004,0.077,0.30777,0.14937,11.536144,11.96875,1.2625655,1.5865782,,0.14208001,3.395,0.03902,0.83529,0.063,24.0,,1.0,0.375,220616
ELVN,"Enliven Therapeutics, Inc.",Healthcare,Biotechnology,25.67,1.523445632,38,0,8,5,6,4,15,,,0.0,0.0,,-10.831224,,3.1951704,,-0.25429,0.103,0.08239,1.0314801,0.2198,41.375,,8.0,1.2,993535
FBP,First BanCorp. New,Financial Services,Banks - Regional,22.14,3.496723456,38,11,9,9,2,3,4,0.054,0.196,0.0,0.45880002,10.8,9.328664,3.8221529,1.7630196,,0.18969,,0.018609999,1.00292,0.0624,24.5,1.71429,7.0,,1302488
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,18.66,12.998116352,38,11,10,6,6,1,4,0.009,0.966,0.28941,0.073520005,17.603775,20.521055,2.1845574,1.9264919,,0.109239995,82.827,0.013789999,1.08928,0.0756,20.06579,1.95,19.0,1.197,8114925
KMPR,Kemper Corporation,Financial Services,Insurance - Property & Casualty,39.13,2.455125248,38,8,14,4,4,4,4,0.052,,0.32630002,-0.01928,10.085052,8.166341,0.5066815,0.86223614,,0.086780004,56.298,0.01049,0.90896004,0.038900003,58.2,2.5,5.0,1.145,910938
KMT,Kennametal Inc.,Industrials,Tools & Accessories,34.81,2.653690624,38,8,8,6,4,3,9,0.033,0.071,0.30487,0.07876,29.008333,18.675896,1.3383073,2.1164954,,0.07556,48.4,0.00858,1.0784401,0.0555,30.25,3.22222,8.0,1.475,918133
KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,8.22,0.715284032,38,0,10,5,6,2,15,,,-1.15625,-3.8552802,,-3.156149,6.875814,2.949408,,-0.65099996,8.026,0.020969998,0.9775,0.1418,32.54545,1.4,11.0,0.248,1760718
LXEO,"Lexeo Therapeutics, Inc.",Healthcare,Biotechnology,7.57,0.552514112,38,0,8,5,8,2,15,,,0.0,0.0,,-5.423763,,3.4409091,,-0.80694,6.999,0.00424,0.88003,0.16790001,19.63636,,11.0,1.766,1383416
MBX,"MBX Biosciences, Inc.",Healthcare,Biotechnology,36.84,1.654200832,38,5,6,5,4,3,15,,,0.0,0.0,4.803129,-12.021067,,4.250606,,-0.24433,0.161,0.02726,1.07208,0.082100004,61.1,1.54545,10.0,,777085
MTRX,Matrix Service Company,Industrials,Engineering & Construction,14.29,0.40189952,38,6,10,5,6,2,9,0.28,,0.05646,-0.01016,,15.448648,0.49277094,2.9439638,,-0.16327,14.941,0.04883,0.8642,0.0226,16.5,1.0,2.0,0.936,238511
NTST,NetSTREIT Corp.,Real Estate,REIT - Retail,18.66,1.797197824,38,11,7,12,4,0,4,0.166,,0.89949995,0.36164,Infinity,71.76923,9.64374,1.1989976,,0.00014,85.232,0.00587,1.4113901,0.26950002,20.36111,1.47368,18.0,0.896,1211595
OS,"OneStream, Inc.",Technology,Software - Infrastructure,23.64,5.799025664,38,6,0,9,4,4,15,0.195,,0.67907,-0.11314,,86.86705,10.16166,9.399602,,-0.22223,3.144,0.02194,0.93996,0.0345,24.06667,2.85,15.0,,3200226
OSS,"One Stop Systems, Inc.",Technology,Computer Hardware,10.62,0.260354528,38,9,4,6,2,8,9,0.369,,0.29007998,0.0304,,-1062.0,4.320232,8.87218,,-0.24260001,24.674,0.14919,0.44988,0.087,9.0,,3.0,0.983,1560008
PEPG,PepGen Inc.,Healthcare,Biotechnology,5.22,0.358865728,38,0,8,5,6,4,15,,,0.0,0.0,,-4.0861053,,2.199747,,-0.62248003,10.689,0.00179,0.91769,0.0484,10.0,,6.0,1.915,711135
PRAA,"PRA Group, Inc.",Financial Services,Credit Services,12.79,0.499752576,38,3,15,10,4,2,4,0.105,,1.0,0.31195998,,5.209776,0.43019852,0.5383676,,-0.28812,370.507,0.01836,0.97135,0.025999999,26.0,2.33333,1.0,1.328,402190
